id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8YvEFrlM_th,Rochell Hodges,1 year ago,1523820812062,DeOndré Anderson ls500,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8YvESQaeF8h,Rochell Hodges,1 year ago,1523820812063,Redline Reviews Honda civic r type,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8YvEeMURn7q,Rochell Hodges,1 year ago,1523820812064,The Camouflage31 you can get a chance drive very good condition cars called the Honda 3,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8YvEu4VVLjU,Rochell Hodges,1 year ago,1523820812066,1QuickSlovak r type,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8ZX3-okSce0,Eladio Marquez,1 year ago,1523820812067,SAVE THE MANUAL TRANSMISSION,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8ZkLlM-WV1t,Saiso Susap,1 year ago,1523820812068,Redline Reviews ii,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8ZkkAehd8AM,tarun kshatriya,1 year ago,1523820812070,Tayo the little bus,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8ZrXopMAXXu,Jerome b williams,1 year ago,1523820812071,Redline Reviews wats with the BMW fin ?,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8ZtJtBw7h-A,Brian Kaye,1 year ago,1523820812072,"Redline Reviews 2017 Accord 
Sport sedan",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8ZyoLKQG_jO,Zulu Nbuyoke,1 year ago,1523820812074,"Katalabix, you will have to decide that for yourself.",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8_Om9ato4Hz,X11KYX,1 year ago,1523820812075,Redline Reviews will this come to the UK?,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8_QU3-YvNk0,DEMON-ized BEAST,1 year ago,1523820812077,"Chevy SS is a manual sedan. Also, the Acura TL comes with manual but that's discontinued. Thanks!",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8_QrzY-NIVm,Darrell Patrick,1 year ago,1523820812078,BronxY2k2  5.8,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8a0ksLWnAkm,alonzo0910,1 year ago,1523820812080,Redline Reviews do ruses come with CD players?,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8a0kue4WFxg,alonzo0910,1 year ago,1523820812081,Redline Reviews do these come with CD players?,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8afya6BxVFP,Vivian Bregman,1 year ago,1523820812083,Redline Reviews,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8bHwanyF-u3,Imperious Rex,1 year ago,1523820812084,Redline Reviews can you test the 1.5?,1
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8bTF3sG91HW,Ngô Thái,1 year ago,1523820812085,I cant help thinking of a decayed tooth whenever i see Honda logo,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8bVBkwSPzSF,Kosh 963,1 year ago,1523820812087,"The Government should Ban All sales of these Pieces of Shit...

  For Excessively Intensive Repairs.",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8bVOJU1qSKi,Ray Perkins,1 year ago,1523820812088,Redline Reviews Just bought this same car but in phantom white pearl. What a machine!! Yeah I like being able to keep the tach up behind the other info available to us,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8btLOqm1G0K,sunnyboyanton,1 year ago,1523820812089,"Redline Reviews ,",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8cfZYMF2a5E,Pedro Willis-Barbosa,1 year ago,1523820812091,Thank goodness you posted this! I was about to correct!,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8ck6Fb0wjye,Nicole Pellerin,1 year ago,1523820812092,Redline Reviews genesis g70 2019,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8dZqwo0a2OF,Michael Wilson,1 year ago,1523820812093,"Elantra is not really in this class, it's only 201 hp and smaller.  Accord is a better family sedan.
But the Elantra IS offered with a manual!",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8eHBuyqYuxh,Beauty Queen,1 year ago,1523820812095,the 2018 accord is an eyesore I rather take public transportation than to look at this hideous whale. it looks frumpy and all droopy in the back.. its just horrendous. I  need a hazmat,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8f778SzfriG,THE Life show,11 months ago,1526412812096,Redline Reviews can you go online with the radio,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8gOt0Lpoudt,HmbV15,10 months ago,1529091212097,"Redline Reviews 
I like the front end but the back end is ugly",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8gOvARPWyHc,محمد الغامدي,10 months ago,1529091212099,Redline Reviews 👍👍👍👍👍,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8jGkKuQm65B,Billy Cooper,8 months ago,1534361612100,Redline Reviews o,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8k8DyuMIvoi,Chiquitta,7 months ago,1537040012101,"Redline Reviews 
K",0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8kuHmV4-j_P,èlizabeth davis,7 months ago,1537040012103,5 1,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8nqJenrAd4Y,Brittany Diaz,4 months ago,1544902412104,Redline Review,0
,,,,,,,,UgwijGlmM1wXg9YF9Tl4AaABAg.8YCRZnyKORA8r4tEmHFhOY,Emz emz,2 months ago,1550259212105,Guys I have the 2017 accord. it is at honda for 2 months. They are still waiting for parts fo ARRIVE from manufacture. In my opinion honda is not reliable. I should have bought a Toyota,0
Ugw6zLBaONOLJNxfv1R4AaABAg,dsilber4,4 hours ago,1555342411170,Make it a hatchback and it massively trumps any SUV,0,false,0,,,,,,
UgyqP-_2O5uknl33a1l4AaABAg,Abdallah Kazim,1 day ago,1555270411172,wtf whats wrong with all cars brands they skip v6 and make it 4 cylinder bullshit,0,false,0,,,,,,
UgzaqH6ZtcwUPdeyB9F4AaABAg,A Star Furniture,2 days ago,1555184011174,beautiful ride,0,false,0,,,,,,
UgwZM6qOBnIQs5U2chl4AaABAg,Ernesto Mongalo,3 days ago,1555097611176,"Dude, the car looks beautiful. Honda keeps on suprising.",0,false,0,,,,,,
UgwiwGic0-7OnVyXVfd4AaABAg,Knight Rider,3 days ago,1555097611177,The interior seems so cheap,0,false,0,,,,,,
UgxzRtOzVTOo38ISejp4AaABAg,kathryn sleezer,4 days ago,1555011211179,I drive a 2007 and that's very different XD,0,false,0,,,,,,
UgzFTs0Ji1gsJphzq314AaABAg,cparent2012,4 days ago,1555011211181,Slap a set of Michelin sport cup 2 tires on this Beast and it will be an absolute pleasure to daily.,0,false,0,,,,,,
Ugz7iaJQEOxZCwxXN_d4AaABAg,Josue Santacruz,1 week ago,1554752011183,If only it was rear wheel drive.,1,false,0,,,,,,
UgyWM2IN1kfNnrtSZAR4AaABAg,Jose Barba,1 week ago,1554752011185,What's the song called at the beginning?,0,false,0,,,,,,
UgzdqmwjLALFaW6v7eZ4AaABAg,JASON GROVE,2 weeks ago,1554147211186,Gotta go Touring to get the parking sensors? Really? That's wack,0,true,1,,,,,,
,,,,,,,,UgzdqmwjLALFaW6v7eZ4AaABAg.8t3Pkmpgb1N8thZyVwoRxe,MaxiMilianMus,1 day ago,1555270411501,In the U.S you can option it on lower trims,0
Ugy1NdTEQHx4R0hzJdV4AaABAg,GreenTea,2 weeks ago,1554147211189,"I prefer how the 2016 refresh look than this exterior wise, but this 2018 wins interior",0,false,0,,,,,,
UgwZk0tWKGVPjiirAsp4AaABAg,spruceguitar,2 weeks ago,1554147211191,I was never a Honda fan. Today I test drove the Accord with the 6 speed. This will be my new car. 👍,4,true,1,,,,,,
,,,,,,,,UgwZk0tWKGVPjiirAsp4AaABAg.8t-NlLvMAP48t9Su3OlR9q,Macs Eagle,2 weeks ago,1554147211524,I'm going to get one with the 10 speed. Why do you want the 6 speed?,0
UgyWuZ5xQjlAKLuXgkt4AaABAg,Watchandjewelryloft,2 weeks ago,1554147211193,Can you get this without the stupid tablet plastered to the dash???? 🤦🏻‍♀️,1,true,1,,,,,,
,,,,,,,,UgyWuZ5xQjlAKLuXgkt4AaABAg.8suxjvHZ2RM8t7qXO1-yX7,x_rebelfighter_x,2 weeks ago,1554147211509,I personally really like it functionality wise and looks wise. Idk just my opinion...,0
UgxDjK07RdzNkvzZmmZ4AaABAg,The GOAT,3 weeks ago,1553542411195,I have a 1.5T Sport and it has the sunroof it might be because I am in Canada but non the less the car is amazing it's real smooth and premium,0,true,6,,,,,,
,,,,,,,,UgxDjK07RdzNkvzZmmZ4AaABAg.8ssmT0KDjU98st7H938Slx,Micky Thao,3 weeks ago,1553542411557,Lol,0
,,,,,,,,UgxDjK07RdzNkvzZmmZ4AaABAg.8ssmT0KDjU98svEJcm93Ma,Brandon Hayes,2 weeks ago,1554147211559,How’s the sound system?,0
,,,,,,,,UgxDjK07RdzNkvzZmmZ4AaABAg.8ssmT0KDjU98svSWzMgAWR,The GOAT,2 weeks ago,1554147211560,@Brandon Hayes Amazing I have the 10 speakers with the sub and sounds crisp,0
,,,,,,,,UgxDjK07RdzNkvzZmmZ4AaABAg.8ssmT0KDjU98swkuaRRKQS,Brandon Hayes,2 weeks ago,1554147211562,Is that standard or add on?,0
,,,,,,,,UgxDjK07RdzNkvzZmmZ4AaABAg.8ssmT0KDjU98t-acR_tLVv,The GOAT,2 weeks ago,1554147211563,@Brandon Hayes standard,1
,,,,,,,,UgxDjK07RdzNkvzZmmZ4AaABAg.8ssmT0KDjU98t-aggwo-hI,The GOAT,2 weeks ago,1554147211564,@Brandon Hayes on all trims except the LX,1
UgwXo1gRIj2Ens7sTuV4AaABAg,Vlad Stolyarov,3 weeks ago,1553542411197,that view is ridiculous! (mountains),0,false,0,,,,,,
UgwYLavnJlCZ4IyBmYZ4AaABAg,Lexanimale,3 weeks ago,1553542411200,"Does anyone know if this engine can be modded? Like supercharger, cold air intake, etc.?",0,true,3,,,,,,
,,,,,,,,UgwYLavnJlCZ4IyBmYZ4AaABAg.8snIVfe1P_U8snpQDt50Oo,wutdafeezi,3 weeks ago,1553542411609,"Yes on CAI, yes to the etc assuming you mean like an ecu upgrade Hondata/Ktuner. Already turbocharged whether you get the 1.5 or 2.0 engine.",0
,,,,,,,,UgwYLavnJlCZ4IyBmYZ4AaABAg.8snIVfe1P_U8snyaPhriJt,Lexanimale,3 weeks ago,1553542411611,wutdafeezi you think you can swap out the turbo for a super for more power?,0
,,,,,,,,UgwYLavnJlCZ4IyBmYZ4AaABAg.8snIVfe1P_U8tay0qgsQz2,Knight Rider,3 days ago,1555097611612,This car is not impressive,0
UgzuK8l5RY2THrg-F-V4AaABAg,Noel Deleon,3 weeks ago,1553542411204,I hate the rear lights. Ruinded it for me:/ Looks like  crab claws to me😒,1,false,0,,,,,,
UgxSH8dO56Z7ZzMGDal4AaABAg,B A,3 weeks ago,1553542411206,I listen to all your car videos and you’re always negative about certain features on every single car. I’d like to see you build the perfect car. You’re an idiot,0,false,0,,,,,,
UgxTMiYiQBYzLsgWq554AaABAg,B A,3 weeks ago,1553542411225,"This Honda accord front grill is black and it looks like the Camaro front grill which you criticize. You said that you don’t like the front black grill of the Camaro but you like the front grill of the Honda accord. You’re biased. I would like to see you design your own car and then let us critique it, because nobody can make the perfect car.",0,true,1,,,,,,
,,,,,,,,UgxTMiYiQBYzLsgWq554AaABAg.8sgXzzKdeSd8sga8BElP0o,Outlaws,3 weeks ago,1553542411505,"B A 57 belaire, 66/67 nova, 68/69/70 charger, camaro, chevelle, and 71/72 chevelle. You’re wrong",0
UgxyIG2jB3E3Ccpd4Ft4AaABAg,Mike R,4 weeks ago,1552937612638,What's the turbo life span on these? 100k 120k?? Are buyers in for a huge surprise when 100k miles hit. That's what I would like to know...,1,true,1,,,,,,
,,,,,,,,UgxyIG2jB3E3Ccpd4Ft4AaABAg.8s_r-yBbfd28sbgN3iJGb0,Florida Maddogg,4 weeks ago,1552937612980,"I think it's really too early to tell since these are still brand new, but while a turbocharged lifespan is shorter than a naturally aspirated engine, I would still venture to say it will last well past the 100-120k miles. NA can go 250k miles, i think this will be very good still unless you were really hard on in all the time. If used just for normal daily use, no WOT all the time, it will be fine.",0
Ugxju8e8rVRVq_H4WMZ4AaABAg,R'Shod Mosley,4 weeks ago,1552937612640,Give me something to compete with a scatpack charger out the box !!,0,true,1,,,,,,
,,,,,,,,Ugxju8e8rVRVq_H4WMZ4AaABAg.8sZifKh-6u98sbgiEmYX0c,Florida Maddogg,4 weeks ago,1552937612971,"I own a 2018 Honda Accord Sport 2.0T (10 speed) and my toy car is a 2016 Dodge Challenger Hellcat (6-Speed). I had a scat pack before my HC, but this car would go well with your scat pack.",0
Ugz7dJxjy4mqnhRIII54AaABAg,ohio kid,4 weeks ago,1552937612642,"Car is fantastic, i work at a honda dealership and the 2.0t is a great engine. however, if you do live in a snowy climate, please be aware that these vehicles come equipped with a radar thats located under neath the liscense plate. if that radar goes out of alignment, Honda DOES NOT COVER THE REPAIR SO BE CAUTIOUS",0,true,2,,,,,,
,,,,,,,,Ugz7dJxjy4mqnhRIII54AaABAg.8sZGmvu8ZS38sb5YKq8MRS,Brandon Medrano,4 weeks ago,1552937613006,ohio kid what does that even mean?,0
,,,,,,,,Ugz7dJxjy4mqnhRIII54AaABAg.8sZGmvu8ZS38sbAzoT7YHW,ohio kid,4 weeks ago,1552937613008,"@Brandon Medrano so the new Accord has adaptive cruise control, brake mitigation systems etc. I'm not a tech or an engineer or anything. Just an advisor, and it was pretty common to see that the radar (underneath the liscense plate) get knocked out of ""alignment"". The radar has to be very specifically calibrated and if it gets knocked out, the dash lights up like a Christmas tree. Honda (at least in my experience) does not cover the repair to get the system recalibrated because it was not a ""manufacturer defect"" and caused usually by natural forces or any sort of road hazard or damage that could be caused by the customer (front end collision)",0
Ugzw-tEZU4m-FWMHftJ4AaABAg,Jimmy James,4 weeks ago,1552937612644,"Soyfan, How can I get a hold of a Honda engineer ? These wankers forgot to put a turbo boost gauge in the 2.0T w/6MT. I'm not sure if it was a design oversight, a crazy night of cocaine and strippers or just laziness ? How hard is it to configure a computer with 1's and 0's to indicate that when eco mode is off, sport mode is on by default and the fucking turbo boost gauge goes up on the tachometer ? It works on automatic models with a sport button ? How hard is it to sends binary code to an ECM in the same fashion ? FUCK ! #Morons",0,false,0,,,,,,
UgyEvy2Clzo0Ar6YgWB4AaABAg,Spawn and Batman,1 month ago,1552678412647,I really hope Honda gets rid of those ugly tail lights. They just need to go.,1,false,0,,,,,,
Ugz9CcKpSbY1L0NfyeF4AaABAg,Spawn and Batman,1 month ago,1552678412650,Man I really wish they put a v6 in the sport. Alot of cars are going. 4 cylinder turbocharged. But theres nothing like the trq and sound of a v6,1,false,0,,,,,,
UgyUzW6wjB6VQ7oRb_x4AaABAg,Blackdog4818,1 month ago,1552678412651,"This is everything I want in a car, except for the gas mileage. Is there a car out there that will go 85 on a highway trip and not feel like it's rattling as the tach gets up there, AND get 38 mpg?",0,false,0,,,,,,
UgzwBNCyo8xazk61Ftt4AaABAg,julius jones,1 month ago,1552678412653,Looks like a 2012 bmw 328i,0,false,0,,,,,,
UgzpUFODbVDZR9nqW014AaABAg,pete4757,1 month ago,1552678412655,"Another great review,Comparing this Sport 2.0T to the Civic SI 1.5T, which is more fun to drive?  I really don't need the family sedan but I like the idea of the 2.0T.  Is there a great increase in power from the 1.5T to the 2.0T?Thanks.",0,false,0,,,,,,
Ugyaki_jgjpDPwWqbDB4AaABAg,Peter Roberts,1 month ago,1552678412656,How does this compare to the Mazda 6 2.5T?,0,true,1,,,,,,
,,,,,,,,Ugyaki_jgjpDPwWqbDB4AaABAg.8sOZl9mf6VX8sS0w4DPTRg,Christian servin,1 month ago,1552678412952,"Peter Roberts Mazda has a nice interior but
Honda is way ahead of Mazda fam 
In terms of a sports car 👌",0
UgwalHXskRo3iwqGd4R4AaABAg,Raymond Shao,1 month ago,1552678412658,"2 annoying quirks about the 6spd MT. 1)  Failed shift with the 4th gear syncro 1 out of 20 shifts.  2) Stalling in traffic... The push button start sequence requires both the parking brake and brake pedal to be engaged to start.  When you stall in traffic, you tend to be panicked and it definitely took me a minute to figure this out while other drivers were honking at me. Honda ""fixed"" something that wasn't broken with the electric parking brake; it's stupid and I hate how it needs to be engaged to start the car.",0,true,1,,,,,,
,,,,,,,,UgwalHXskRo3iwqGd4R4AaABAg.8sNzV1JIh2m8sS1BUIqC67,Christian servin,1 month ago,1552678412974,Sounds like your the one with the quirks buddy,1
UgzZWQal3BIbXb6gOFV4AaABAg,Ernesto Mongalo,1 month ago,1552678412661,My God it's a manual transmission. I want it!,5,false,0,,,,,,
UgxR4nxAtoFFzgEaSzF4AaABAg,Ernesto Mongalo,1 month ago,1552678412662,"I'm sorry, but you can never go wrong with a Honda investment  👍",2,true,1,,,,,,
,,,,,,,,UgxR4nxAtoFFzgEaSzF4AaABAg.8sLkQWbYAAD8t-P39BC1LV,spruceguitar,2 weeks ago,1554147212961,Why are you so sorry?,0
Ugy2Et609fEgyW3GKrl4AaABAg,Mogambo,1 month ago,1552678412664,Is it me or it's true that it's the most ugly Accord ever? I like interior. And driving it would be great too. But it hideous. Right?,0,false,0,,,,,,
UgyCULOj3AgOlQjeUHF4AaABAg,plmoknty,1 month ago,1552678412666,Love my 2018 accord,0,false,0,,,,,,
UgyYIt5TJYciNdAQZ_x4AaABAg,Matt Officer,1 month ago,1552678412668,ugly boxy went with mazda6,0,false,0,,,,,,
UgwgVtLeV67Q29jdiRh4AaABAg,Juan Velasquez,1 month ago,1552678412669,Now they're everywhere,0,false,0,,,,,,
UgwqmECyZEGJieEASAV4AaABAg,Carson Conlee,1 month ago,1552678412671,I don’t get electric parking brakes on manuals...  how do you start on inclines?,0,true,1,,,,,,
,,,,,,,,UgwqmECyZEGJieEASAV4AaABAg.8s4hqShoYPJ8sHSVKgVjVn,Drknnja,1 month ago,1552678413017,Probably has hill holder tech.,0
UgxwZ6jnzOVGVxYnJI54AaABAg,Jay Park,1 month ago,1552678412673,❤️ the review. Dislike rear  styling. Will wait for a refresh styling in a few years.,1,false,0,,,,,,
UgwOwWRvLibAM2m4buh4AaABAg,Fabio Bernini,1 month ago,1552678412675,Bella la nuova Accord come sono i prezzi,0,false,0,,,,,,
UgyySsaQbPiGeX4yQFl4AaABAg,Alex Sosna,1 month ago,1552678413550,This thing has a nicer interior than all the Acuras.,0,true,1,,,,,,
,,,,,,,,UgyySsaQbPiGeX4yQFl4AaABAg.8ru1d0wKBfs8siZpYgMlPZ,DriveCFL,3 weeks ago,1553542413861,"Not the Tech and Aspec Acuras, and Advance Acura interiors. There is a difference in fit and finish.",1
