id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,,Ugx_ZL9HTJb0LBeuFmt4AaABAg.8t5BIJqQkJj8tXyL7zktrf,Wales,1 week ago,1554989651237,"LeakoLotad Definitely is something special. I use it as a uber around and everyone who isn't car savvy thinks it's some luxury sedan. As somebody who owns both, it definitely isn't a euro sedan. Materials aren't as good and rwd will always be better but for 1/3rd of a C class, I can't complain. 15000 kms so far with my 4cyl Camry SX ( Australian xse) and loving it. Red interior is fantastic and the quads every though not real looks mean",0
Ugx7NoUOKxMOaew8ZFp4AaABAg,ITzBrezzy-_-,2 weeks ago,1554384850953,I just wish this car has rear wheel drive,0,false,0,,,,,,
Ugw7nqbLrrVJ2onVuhN4AaABAg,Rose Danna Joseph,3 weeks ago,1553780050955,Does anybody  know if the the toyota  camry hybrid  is a good car,0,false,0,,,,,,
UgyGzWEbY-IKdaw1D-54AaABAg,John Pierce,3 weeks ago,1553780050957,It wants to be fast but it’s slow as fuck lmao,0,false,0,,,,,,
Ugx0V8Mqjnj75zGlhJN4AaABAg,wutdafeezi,3 weeks ago,1553780050959,You can’t tell he’s not having fun he doesn’t let out a little laugh when he floors it,0,false,0,,,,,,
UgyLGv7kS7J2GvWSXy94AaABAg,Vlad Stolyarov,3 weeks ago,1553780050961,horrible design,0,false,0,,,,,,
Ugw7vT4PpUx3fizV0tJ4AaABAg,Citizen T,3 weeks ago,1553780050963,Invites the question - not begs the question.,0,false,0,,,,,,
Ugz1udZ68MweVWEefdN4AaABAg,Arthur Kotuzyak,4 weeks ago,1553175250965,Does it have remote engine start?,0,false,0,,,,,,
UgyXQ-ibD0D2pafutGV4AaABAg,Carnyzzle,4 weeks ago,1553175250967,"Over 300 horsepower in a Camry? 
Shit that's good",0,false,0,,,,,,
Ugwn6cRW7kUZPXA1-nx4AaABAg,Subaruguy8508,1 month ago,1552916050969,"I am one of the 5% and I love the car overall.  Opted for the exact one you are driving.  The seats could be softer, but more importantly would be ventilation.  I am extremely disgusted with the fact that Toyota thinks they can pressure buyers to go for their land barge Avalon just to get fans in the seats.  Honestly, this one looks better and drives better in my opinion.  The audio is very good.  It blows Honda out of the water when it comes to audio performance.  Crystal clear audio is important to me in addition to sounding full across the acoustic range.  My last complaint is interior rattles in the dash.  WTF?  I cannot figure it out, but it annoys me.  

Final opinion, good review, and I am happy.  I would certainly encourage anyone who wants a combination of performance, exhilaration, and value to consider this model.",0,false,0,,,,,,
UgyNb8zJSFxkfOMCcVJ4AaABAg,CERN007,1 month ago,1552916050972,This car is perfect for the retards of America along with hyundais,0,false,0,,,,,,
UgxSJio6y4lgHBcB_cl4AaABAg,Gregory Bobbitt,1 month ago,1552916050974,I think this video just made my decision on my next car.,0,false,0,,,,,,
UgxZfS0jSE_K8ZXiigF4AaABAg,Alfonso Torres,1 month ago,1552916051716,This or the 2019 mazda3?,0,true,1,,,,,,
,,,,,,,,UgxZfS0jSE_K8ZXiigF4AaABAg.8sY_uoSeQnw8sahOsM12iq,Gregory Bobbitt,1 month ago,1552916051982,This,0
UgyKEosRyjJYxrd7JlF4AaABAg,Jeremy Thompson,1 month ago,1552916051719,Toyota should have twin turbocharged the camry v6 engine and put it in the new Supra. It would have easily produced 400 plus hp.,0,false,0,,,,,,
Ugz1mnFoKD3IUPvbfvZ4AaABAg,pontiacGXPfan,1 month ago,1552916051720,"Beats the Accord to death with a ugly stick. No, wait...Honda did that first",0,false,0,,,,,,
Ugwq0XvvTHbdtEfxiZ54AaABAg,ryan Mosey,1 month ago,1552916051722,With the car sounded better not impressed with the exhaust note at all,1,false,0,,,,,,
Ugw3PiMIn4bsq_3-jwt4AaABAg,John David C. Abatayo,1 month ago,1552916051724,will this trim be available at the Philippines?,0,false,0,,,,,,
UgzDwPTOy8VXWFnwUxh4AaABAg,R!OT Racing,1 month ago,1552916051725,He looks so tiny 1:34,0,false,0,,,,,,
UgxAOYPLxuustdzJjtt4AaABAg,Default User,1 month ago,1552916051727,The red interior looks absolutely disgusting it’s like a goddamn Rado McDonald shoe,0,false,0,,,,,,
UgxagifJMsrqtiCBo8R4AaABAg,Louis Babycos,1 month ago,1552916051729,It's exterior is more Pontiac than Pontiac.,0,false,0,,,,,,
UgwpRQzHSVT0jDx_cgx4AaABAg,David Belmares,1 month ago,1552916051731,0:41 lol the headlights,0,false,0,,,,,,
UgzLLqKvbT2DD8xAjWl4AaABAg,nissanv8FTW,1 month ago,1552916051733,JJ Abrams would be jealous of that screen glare.,1,false,0,,,,,,
UgwiX-GTgs24c65b0494AaABAg,Christopher Lewis,2 months ago,1550496851735,I hate Toyota’s as they’re boring. With that said they definitely broke the mold. Sexy car. My only two complaints are the ceiling and pillars should be black. Lastly the steering wheel buttons look cheap but other that I want one,0,false,0,,,,,,
UgziIAbgkyAn2H2HDft4AaABAg,FalconXE302,2 months ago,1550496851737,"Dude, it's just a piece of plastic Trim to break up the lines... it is NOT fake... if it were a fake vent it would have holes in it leading to nowhere...!",0,false,0,,,,,,
UgyfnHvxrbInsH-kTDJ4AaABAg,Farhan Khan,2 months ago,1550496851739,What's the music in backround?,0,false,0,,,,,,
Ugw9DLpoJFvBqYlz7Ht4AaABAg,Jimmer John,2 months ago,1550496851741,that toyota dash is gonna look outdated real quick....very cheap looking.,0,false,0,,,,,,
Ugzl85uAjubave5makN4AaABAg,alan,2 months ago,1550496851745,honda boy here OH MAN 😍😍😍😍,0,false,0,,,,,,
Ugy-wYD3JXKpBWULofF4AaABAg,Krishna Modak,2 months ago,1550496851747,Looks like UTTER shit.. Just like the Honda Accord. Mazda 6 looks the classiest amongst the three,0,false,0,,,,,,
UgzBtB1movMsHpSG_wx4AaABAg,Alex's Customs,2 months ago,1550496851749,8:55 that camera motion syncing with his hands,0,false,0,,,,,,
UgylDMDoITZ4Z0ACptN4AaABAg,bjaka71,2 months ago,1550496851751,"Front lights are from last gen Honda accord Euro, lover grill from Ford and center part from corolla...",0,false,0,,,,,,
UgxP_xP28PDD3jPjyqJ4AaABAg,SnowLine714,2 months ago,1550496851753,No memory seats and those seats are a tease cus there not comfortable at all!!!,0,false,0,,,,,,
UgwtT_cTDm6JA4Ole9J4AaABAg,ThePeoplesChamp,2 months ago,1550496851755,I own and love my Honda Accord Euro (Acura TSX) but Honda's current lineup is ugly. Toyota have won me over for me next upgrade! Looks so aggressive but lacks the exhaust sound to go with it,1,false,0,,,,,,
Ugwp0MQF2x4eyQzofzJ4AaABAg,Jordy & Alex,2 months ago,1550496852489,Portland always got bad roads I’m never driving there,0,false,0,,,,,,
Ugy8iXLcA7_RW_L-_nB4AaABAg,Simon,2 months ago,1550496852492,"I like it idk about the size though. I’m just used to compact size like Jetta , A3 , Corolla",0,false,0,,,,,,
UgwBN_N-3sZAGtcbcqV4AaABAg,Jimmy Jam,2 months ago,1550496852494,Well done Toyota. I am legitimately impressed with this car.,0,false,0,,,,,,
Ugyf_3Wsk2ga6kpZWP14AaABAg,Uhhh,2 months ago,1550496852496,Only 5% are expected to go for the V6? God people are wusses.,0,true,1,,,,,,
,,,,,,,,Ugyf_3Wsk2ga6kpZWP14AaABAg.8qjjpBKVbRZ8s7qKx57W8u,Miguel Angel Medina Rise,1 month ago,1552916052784,"Well, honestly, you don't buy a Camry for performance.",0
UgxkcnbsjITUHqsf4ZZ4AaABAg,Winter Ann,2 months ago,1550496852499,Dream car for 18th bday 3/4/22,0,false,0,,,,,,
UgzXZZNNOU3ElzMmF_x4AaABAg,flick2flick,2 months ago,1550496852500,I hate the fake vents near the tail lights,0,false,0,,,,,,
UgwtwG_v1nYoRnbX9Dl4AaABAg,Chill Bill,2 months ago,1550496852502,That thing is sexy as hell! LOVE IT! Definitely my next car!👍,1,false,0,,,,,,
UgwEKuUU1uuwRde58SR4AaABAg,HaSTe_oNe,2 months ago,1550496852504,"i like this car is pretty cool and as far as I know, the camry is one of the more reliable cars that won't give you any issues at 50-60K mileage. I'm not crazy about the ugly red interior and would never buy a 4 cylinder turbo charged engine, just go for the 6 cylinder",0,false,0,,,,,,
UgzTmi-QybGPpiYXAqp4AaABAg,Tom Foolery,3 months ago,1547818452506,Toyota has a bad habit of putting fake vents on every car.,0,false,0,,,,,,
UgzKcS4X8gI7efJiwhV4AaABAg,Mihir 2009,3 months ago,1547818452508,"Too bad the Altima doesn't have VR38.
Should smoke all family mid-size vehicles.",0,false,0,,,,,,
UgxvY9nOPQxYj47NujB4AaABAg,Björn Galloway,3 months ago,1547818452510,"The face lift is great, better than Lexus in my opinion. If Toyota ever made it a AWD plus a turbo, it'd kill almost all competitors",0,false,0,,,,,,
UgyMYDBQU0UWZpnLzm14AaABAg,home home,3 months ago,1547818452512,Most car review videos now a days start with  telling how suv sales are up and sedan's down lol,0,false,0,,,,,,
UgxiiSuGWY7jzHNG-BF4AaABAg,FxNitr0,3 months ago,1547818452514,Don’t know  if I should get this used for 18k or Lexus RX 350 2011  for 18.5k with 40k miles  for my next car,0,false,0,,,,,,
UgweMIvRWvM4W3lrxhB4AaABAg,Arun Singh,3 months ago,1547818452516,This is nice👌🏽,0,false,0,,,,,,
UgzYWwDizlpKfdNqy9d4AaABAg,Adrian Guzman,3 months ago,1547818452523,Ok now give it to us in a hatchback 😍,4,false,0,,,,,,
UgzMr7zKpMVPojmj4-J4AaABAg,Snipez gabbab YT,3 months ago,1547818452524,One of most reliable car ever made,0,false,0,,,,,,
Ugx5tw8IQtKxZmYkVXt4AaABAg,Mega tron,3 months ago,1547818452527,"Nah, no thank you. Toyota left a ""bitter taste"" in my mouth by building 2az to use more oil than gas, then refuse to repair the issue.  They silently issued an ""extension warranty"" for which most people didn't know existed. I bought it brand new. Never ever will I buy another Toyota.",1,false,0,,,,,,
UgyEMOJ7MJW8y_jNint4AaABAg,723lion,3 months ago,1547818452529,he said: fix a flat tit,0,false,0,,,,,,
UgzICnErwyp23vhzb3h4AaABAg,Cedric's Toyota Camry,3 months ago,1547818452531,Check out my 2018 camry on my channel,0,false,0,,,,,,
UgwkPa5ZOuUWLUkPgo54AaABAg,Blk Barbie,3 months ago,1547818452533,is it good on gas tho?,0,false,0,,,,,,
Ugw02oFbubNVBnyDyHt4AaABAg,tigerbalm,3 months ago,1547818453289,"That Front end looks like a sphynter...Toy, go back to the drawing board or hire talented designers...someone who DOESN'T watch Japanese anime all day!",0,false,0,,,,,,
UgxNbyryR6iv2dde96N4AaABAg,Jonathan Williams,3 months ago,1547818453291,why does toyota not like turbos?,0,false,0,,,,,,
Ugy_qa3_CMo0lCzc9kB4AaABAg,Gxrardo.jpg,3 months ago,1547818453293,Definitely buying in about 10 years later.!,0,false,0,,,,,,
UgzFwcdA7U29m_LAPaF4AaABAg,Mr44rr,3 months ago,1547818453294,"I have the XSE V6.  Many, like mine, have a delay/shift shock problem 
when accelerating from a rolling stop.  It's super annoying.  Toyota 
issued a Technical Service Bulletin fix for the 4 cylinder with this 
issue.  TSB 0330-17.  They're telling me that delay/shift shock on the 
V6 is a ""normal operating characteristic"".  Ya, right.  And they refused
 my Lemon Law Buyback.  

Toyota Customer Service is a joke.  Liars and deniers.  But if you must 
talk to them, ask for Daniel.  He's the Customer Service supervisor.  He
 loves to help customers personally.",1,false,0,,,,,,
UgyZroX7ASFAut4HStp4AaABAg,Rodolfo Perez,4 months ago,1545140053297,You talk to fast.. Slow down!!!,1,false,0,,,,,,
Ugz2pVVtK0lL9yttn3N4AaABAg,TeDarrius Cockerham,4 months ago,1545140053299,The cooling seats come in the Avalon,0,false,0,,,,,,
UgzenhI1jqIjXx--WoR4AaABAg,A G,4 months ago,1545140053301,I'm in love 😍😙,0,false,0,,,,,,
UgyBYUzP_ZsRI4klnrN4AaABAg,Simon,4 months ago,1545140053303,You had me up till you mentioned no Apple Car Play. Next !,0,true,1,,,,,,
,,,,,,,,UgyBYUzP_ZsRI4klnrN4AaABAg.8osgfXHYA-y8p93kQ0HXYe,TheLifeOfCars,3 months ago,1547818453581,2019 Camry now has Apple CarPlay,2
UgyDlei3Pt7T-FUm0j14AaABAg,Peter Shepherd,4 months ago,1545140053306,"XSE, nothing less.",5,false,0,,,,,,
UgxOsrPtJYz9Imqafup4AaABAg,wisdom717,4 months ago,1545140053309,Does it only come with a red interior?,0,false,0,,,,,,
UgxJClqvYTu3h_71UHF4AaABAg,Roshiar Fares,4 months ago,1545140053311,I want that car so bad...,0,false,0,,,,,,
Ugy1570ZYvCj-PLE-HJ4AaABAg,Ojong McMoli,4 months ago,1545140053313,One of my favourites!!,0,false,0,,,,,,
Ugy2dcQfIX2RqaSDp494AaABAg,Paul Vinoya,4 months ago,1545140053339,That car is sexy!,1,false,0,,,,,,
UgwoCG29n_fiP8GrSK94AaABAg,Omar Hernandez,4 months ago,1545140053343,"Got mine in March this year. Love it! 42mpg from Burlington, NC to Myrtle Beach, SC!",0,false,0,,,,,,
UgwhfQRe7kEaT27ty1p4AaABAg,My First name My Last name,4 months ago,1545140053344,Have this car it’s nice ... it’s quick,0,false,0,,,,,,
Ugx_URTn49OavZ0E7W94AaABAg,Romeo M,4 months ago,1545140053346,"LOL. I've had this car for about a month now (Same one in the vid, only two-tone silver and 4-cyl) and I STILL come and watch YouTube reviews of it. I love it so much, I'm obsessed. Best Camry design by far.",3,false,0,,,,,,
UgyCMqCes1aHsBRvYKZ4AaABAg,eplouis4863,4 months ago,1545140053347,Please get TRD versions of Camry or Avalon,6,false,0,,,,,,
UgxoZvpHDbISS2rxy7F4AaABAg,Joshua Whiteneck,4 months ago,1545140053349,Whats up with everything being sporty 🤷🏻‍♂️ Id rather have luxury!,0,false,0,,,,,,
UgwiUx0j4DuhIniBbvp4AaABAg,twn5858,4 months ago,1545140053350,Fake air vents? I don't like the sound of that! I hope Toyota knocks that shit off. If it doesn't have a purpose don't put it on the car.,0,false,0,,,,,,
UgzEJFwct0iCJo7hpZF4AaABAg,james,5 months ago,1542548053352,"After owning my 2018 Camry RS 4cly for A year. Pros: front and rear are appealing although the side tend to look like an Altima, 4cly is responsive and it adjust well when climbing mountains, Gas mileage is about 27 average.  Cons: The seats are very uncomfortable, The inside cab feels small, some people think it a Corolla, when you accelerate it hesitates as if its starting in 3rd gear.",0,false,0,,,,,,
UgxfAN5sylVuHE8OqhN4AaABAg,max loyd,5 months ago,1542548054140,How does it compare to a XLE?,0,false,0,,,,,,
UgwWNf1iBtxV48G0aTx4AaABAg,Boats N Hoes,5 months ago,1542548054141,Avalon or camry? Thinking about getting one.,0,false,0,,,,,,
UgwyeOd9TXzVVpTxCwN4AaABAg,Lance Tipton,5 months ago,1542548054143,Looks like whoever designed the last Scion tC and someone from Lexus helped them out. Looks pretty sweet.,2,false,0,,,,,,
UgycHTqodWkMrUa6qjp4AaABAg,Immortal Cayenne,5 months ago,1542548054145,Do you think this is a good first car?,0,false,0,,,,,,
UgyjLJEBv3l4oC_iy5x4AaABAg,So No,5 months ago,1542548054146,"Red seats are revolting regardless of the material used, it's so pedestrian!  LOW CLASS",0,false,0,,,,,,
UgzB5Fo5_5t7UmVKvSd4AaABAg,Giovanni R Alejo,5 months ago,1542548054148,36k and it has no fog lights?,1,false,0,,,,,,
Ugznpr5dX6Dgxapulmd4AaABAg,Truthbetold,5 months ago,1542548054149,"As a mechanic, i love how people praise their toyotas...and keep me busy with the timing cover oil leak...keep it coming people. Thanks!!",2,true,5,,,,,,
,,,,,,,,Ugznpr5dX6Dgxapulmd4AaABAg.8nVglIADQOo8oFYPhnCHAx,Charly Brown,4 months ago,1545140054454,Truthbetold fraud,4
,,,,,,,,Ugznpr5dX6Dgxapulmd4AaABAg.8nVglIADQOo8oSuISJGrJy,Truthbetold,4 months ago,1545140054457,Charly Brown stfu,2
,,,,,,,,Ugznpr5dX6Dgxapulmd4AaABAg.8nVglIADQOo8oT883Gdodh,Charly Brown,4 months ago,1545140054458,I’ll fucken slap the taste out of your mouth,2
,,,,,,,,Ugznpr5dX6Dgxapulmd4AaABAg.8nVglIADQOo8ozSkF_f6-o,Roger Sanchez,4 months ago,1545140054460,Charly Brown eat a dick fake tough guy,0
,,,,,,,,Ugznpr5dX6Dgxapulmd4AaABAg.8nVglIADQOo8reks6EJ846,lpg12338,1 month ago,1552916054462,"@Truthbetold Maybe you are a bad mechanic, learn how to repair cars, instead of just replacing parts...   :)",2
Ugz8zHQzDrLHuOCGO5h4AaABAg,Richard nasoulinh,5 months ago,1542548054152,Can he remind us anymore times that it's the 3.5 V6 motor?,0,false,0,,,,,,
Ugyk4PJkWQFMQmwDp9N4AaABAg,white liberals R D roots of all evil,5 months ago,1542548054153,Don't like Toyota but this model is sleek 👍 they did a good job on the design,0,false,0,,,,,,
UgxzdviuF2Y-XPD7L_R4AaABAg,OLLIE SKATE Ronaldo,5 months ago,1542548054155,Yessss sexy car,0,false,0,,,,,,
UgxTPb1nsUgVarZ48f94AaABAg,chicken fajita,5 months ago,1542548054157,my hellcat sounds better,1,true,3,,,,,,
,,,,,,,,UgxTPb1nsUgVarZ48f94AaABAg.8nMttdw-ln48pd7tb_J75y,Soarer JZZ30,3 months ago,1547818454433,chicken fajita Comparing an i4 or V6 to a v8 isn’t fair,1
,,,,,,,,UgxTPb1nsUgVarZ48f94AaABAg.8nMttdw-ln48q61AGOadPx,YAAASolid,3 months ago,1547818454435,Wat a dumb comparison,2
,,,,,,,,UgxTPb1nsUgVarZ48f94AaABAg.8nMttdw-ln48qEHCv87krU,smartkid1201,3 months ago,1547818454437,Obviously....🙄,2
UgxUVRcZcKmsHubmcap4AaABAg,OLLIE SKATE Ronaldo,5 months ago,1542548054159,Toyota is finally a competition,0,false,0,,,,,,
Ugxf29FEUcQRQ-IpSlZ4AaABAg,Matthew Turman,5 months ago,1542548054161,"Ok so what I’m trying to figure out, great video by the way, I thought you had a live camera man because of the movement but I see they are dash and piano mounted. What kind of cameras and are they following your face?",0,false,0,,,,,,
UgysaU1fYefzKVxb2ZB4AaABAg,Chris R.,5 months ago,1542548054162,I bought the XSE white/black with black interior last month and it is really fun to drive.  selected it over the A5 Sportback and glad I did.  The V6 is awesome.  Styling great.,0,false,0,,,,,,
UgzU-P2oAd7Ud_lRKTx4AaABAg,ASSASSIN,5 months ago,1542548054164,Honda accord is much batter then toyota camery,0,false,0,,,,,,
UgxlUi532les__ld2Zx4AaABAg,M N G,5 months ago,1542548054166,"Without researching myself,  isn't the X in the XSE name supposed to stand for ALL wheel drive?",0,false,0,,,,,,
UgzeS_ypen-II_WXBNR4AaABAg,Saeed Ajith,5 months ago,1542548054167,Camry sounds gay Camaro,0,false,0,,,,,,
UgwHGR3SrkQYCZvtzr94AaABAg,Michael Kensington,5 months ago,1542548054169,Trading in my 2011 for this car 😍,0,false,0,,,,,,
Ugx12YaasEBAhrvbBrV4AaABAg,Mr44rr,5 months ago,1542548054171,I bought a 2018 Camry XSE V6 2 months ago.  It is stuck in neutral upon every take off and then jerks into gear eventually.  Toyota is telling me that it's normal.  The 4 cylinder had a similar problem and Toyota issued a TSB 0330-17 to address it.  Check the forums.  Many are having this problem.  Stay away from this car!,4,false,0,,,,,,
Ugy3Q9h1BH17gjq2oYx4AaABAg,cz luver,5 months ago,1542548054172,"Geeez, the styling is hideous. The front end looks like an 80's Cylon.",0,false,0,,,,,,
UgweAsmJGsh6JwJ1oi54AaABAg,Ryan Pena,5 months ago,1542548054903,"ughhh i want this car so bad. i’ve been looking at all these different cars looking for my next one, and i think i’ve finally found it :)",0,false,0,,,,,,
UgwrwBO6LvzjjVkhI0h4AaABAg,huanuoya,6 months ago,1539869654904,Should I get this one or kia stinger?,0,true,1,,,,,,
,,,,,,,,UgwrwBO6LvzjjVkhI0h4AaABAg.8mRjtWnvgqA8ncixdNb_9E,Jovan Bethel,5 months ago,1542548055246,Kia stinger,0
UgyaPeQXHanwySlrjiR4AaABAg,新Unusual,6 months ago,1539869654907,v6? sold!,0,false,0,,,,,,
UgwuXhobuVvqqWTtzeV4AaABAg,antoniobolgnameyerwe,6 months ago,1539869654908,"Using ""begs the question"" wrong. It's ""begets the question"" in this case.",0,false,0,,,,,,
UgxRp_9Nd5fuDVsU04Z4AaABAg,mark depew,6 months ago,1539869654910,Awful music,0,false,0,,,,,,
UgyY9XVPlo_0aoaDbK54AaABAg,ISSA VIBEZ,6 months ago,1539869654911,v6 engines go bad very easily 4 cylinders last thats why most people take the 4 theirs more mods for 4s than 6,0,false,0,,,,,,
UgwY7fXdPufWj_aPuNd4AaABAg,Joel Miller,6 months ago,1539869654913,Oh my the aircond switch button look so damn cheap it ruin the entire dashboard look. Please put some proper button or knob Toyota!,0,false,0,,,,,,
UgyJ8PFL_zJlqKnKxOl4AaABAg,Andy Powell,6 months ago,1539869654914,I am getting the XSE but not v6. Will it still be good for the money?,0,false,0,,,,,,
UgwX1nIygaUS1nXSeNl4AaABAg,cmon wow,6 months ago,1539869654916,God them one ugly camry they should fire the designer stop the bull shit man be honest please,0,false,0,,,,,,
UgzLNSAlITHIBWMzkpZ4AaABAg,x Dolomite,6 months ago,1539869654917,Dream car except that is missing that apple carplay,0,false,0,,,,,,
UgwkTRpd-fmvGSZ2AJB4AaABAg,the Jamerican Kunchi,6 months ago,1539869654919,Can you please do the 2019 so I can see the subtle changes that Toyota made.,4,false,0,,,,,,
UgyabSjraLJwe1XxKXp4AaABAg,Ricky Pagod,6 months ago,1539869654920,"My only gripe with the Toyota Camry is that they didn’t put fog lights on it, for the price of the vehicle, they couldn’t at least give you that option.",0,false,0,,,,,,
UgxWwZLVdF-j20Wz8wp4AaABAg,Waffles,6 months ago,1539869654922,Is it just me or does the I4 sound better than the v6,0,true,1,,,,,,
,,,,,,,,UgxWwZLVdF-j20Wz8wp4AaABAg.8lbS2DzQMmj8luwMdvsAIS,Andy Powell,6 months ago,1539869655182,Waffles is the 4 cylinder still good? The v6 is 5k more but I think all I need is the 4cyl,0
Ugxrx7XYDYjtcZSLJRt4AaABAg,nwaeze1,6 months ago,1539869654924,"I have seen that the 2020 Camry gets AWD as an option, as does the Avalon. Plus TRD package. Refresh is MY 2021.",0,false,0,,,,,,
Ugwe9AywAT1LjTUyfth4AaABAg,Brett Weisbrot,6 months ago,1539869654926,It Vrooms like my 99 Camry!,0,false,0,,,,,,
Ugwb2_zm3jCLatz1zZh4AaABAg,Steve S,6 months ago,1539869654927,"I love old toyota cars, but Toyota always has had great opportunities to embrace their racing heritage but some how fall short. Sure it looks nice etc, but why not give it a 6MT option? why not make it sound meaner? Its like they hd this amazing idea, got 98% of the way there and then said ""that will do"".  Im sure it will have Toyota quality, but just finish the car the way it was meant to be. Hopefully the 2019 model will get there",0,false,0,,,,,,
UgxllOhs5_A29HuNXaN4AaABAg,zheng qiang,6 months ago,1539869654929,"Hey sofyan, I've been watching your reviews for a few years now. And you're the best review guy on YouTube. Today I went to toyota dealership for maintenance and they were playing your video in their showroom!!!",0,false,0,,,,,,
UgwyfGfwED50IemPV0J4AaABAg,Jamison,6 months ago,1539869654930,This is a good car if you wanna race your mom.,0,false,0,,,,,,
UgxIDT2-r0RSbz9t0gx4AaABAg,Kemal Akeren,6 months ago,1539869654932,"so this is the car line everybody mocking like ""granny car"" right?",0,false,0,,,,,,
Ugzm7DT-UbhNl7ntr_94AaABAg,Master Kraut,7 months ago,1537277654933,"Dunno WTF Toyota was thinking about adding those super gay black plastic spooge looking drips on the back.  I'm talking about those what the hell black marks plastic things on the back bumper underneath the tails, looks fucking gay!  That is the shit that makes Honda lovers, think that the Accord is 1000x better then this POS.",0,false,0,,,,,,
UgyPaW_nm8iGtuwf5y14AaABAg,TCPUDPATM PORTS,7 months ago,1537277655970,An... enthusiast Camry owner. Hah!,0,false,0,,,,,,
UgyNEpM38WNU2Vqxbwt4AaABAg,SSVida,7 months ago,1537277655973,So the Mazda 6 loses in your book now in this segment?,0,false,0,,,,,,
UgzQ82cLDkyAnxG_v3t4AaABAg,Dionnekarlo Aguilar,7 months ago,1537277655976,😫😫😍,0,false,0,,,,,,
Ugx3xJej1t1AE6OPAV14AaABAg,Смотрю не годный контент.,7 months ago,1537277655978,Good review! XSE super,0,false,0,,,,,,
UgzKHP5tS1dKYU1sHIR4AaABAg,WO ME,7 months ago,1537277655981,"I loves camry,.. But the front gotta go......... Really!",0,false,0,,,,,,
UgysBaFxnxdojOyliLV4AaABAg,ObamaBinLaden,7 months ago,1537277655984,toyota > honda   erryday    (within the past 10 years or so at least   late  90s - early 00s honda reliability was king),2,false,0,,,,,,
Ugzmc2lzSUH7xHkSWax4AaABAg,Ray Wei,7 months ago,1537277655987,"V6 for a FWD is such a waste to be honest, some turbo 4s with rwd or awd have better accelerations",0,false,0,,,,,,
UgxeBlkiIkKPFu40ul14AaABAg,MHCPL,7 months ago,1537277655990,"Nice car, but the new Altima destroy it :v",0,false,0,,,,,,
UgyR5O61xeTn_SMGJSZ4AaABAg,Diys Y,7 months ago,1537277655992,I’ll never ! Be able to afford that’s 😩😩 maybe I’ll have to wait 10 year when it becomes salvage 😫😫,0,false,0,,,,,,
UgxxxviD4xW4qqhfYTF4AaABAg,2rawww,7 months ago,1537277655993,I want entune 3.0 on the taco 😓😔😢😭,0,false,0,,,,,,
UgyNFQslLK_qjpf2Xct4AaABAg,2rawww,7 months ago,1537277655995,That the tacoma engine?,0,false,0,,,,,,
UgyJKYssz_oiHFOKFXV4AaABAg,Jay Jenkins,7 months ago,1537277655997,The 2019 camry has apple carplay :),0,false,0,,,,,,
UgyIMN0LUVsNHXtkiFp4AaABAg,Robert Prechter,7 months ago,1537277656002,the fake brake vents are ass,0,false,0,,,,,,
